date_fin,date_debut,niveau_perturbation,typologie,voie,maitre_ouvrage,statut,identifiant,impact_circulation,geo_shape,objet,precision_localisation,cp_arrondissement,numero_stv,description,coordinates,duree(day)
2023-03-03,2022-11-21,2.0,1.0,Boulevard des Invalides,DVD - MV,2,CP002425,RESTREINTE,"[[[2.3153189688615576, 48.8578919350281], [2.315129402556937, 48.85622132208291], [2.314771087602544, 48.85624879657782], [2.314957244843304, 48.857868391847845], [2.3153189688615576, 48.8578919350281]]]",REAMENAGEMENT_VOIRIE,Entre les rues de Grenelle et Varenne,75007,12,Aménagement  piste cyclable,"[2.3150450011004136, 48.857056686557115]",102.0
2023-03-03,2022-11-28,2.0,2.0,Rue de la Chapelle,SAP,1,CP002427,RESTREINTE,"[[[2.3596368565887524, 48.897250585949195], [2.359713810144146, 48.896275422944214], [2.359571299046264, 48.89627228132411], [2.3591185361023967, 48.89626034173513], [2.3590379185973323, 48.8972390533123], [2.3596368565887524, 48.897250585949195]]]",CREATION_RESEAUX,Interventions phasées de la SAP entre les n° 82; 96 et 77 rue de la Chapelle,75018,9,Création de BES pour futur chantier SAGP,"[2.3593765369020057, 48.89675692302102]",95.0
2023-12-01,2022-06-13,2.0,3.0,Avenue des Champs Elysées,R.H Paris,2,CP002337,RESTREINTE,"[[[2.3086598208842117, 48.869183770794706], [2.3086030773588435, 48.869110867671836], [2.3077427065094094, 48.86939024692233], [2.307808513918878, 48.86945963425642], [2.3086598208842117, 48.869183770794706]]]",REHABILITATION_IMMEUBLE,Au n°23 sur une partie du trottoir,,9,Travaux de restructuration et d'extension,"[2.3082039242857797, 48.86928591813703]",536.0
2022-12-02,2022-08-01,2.0,2.0,Pont d'Austerlitz,CPCU,2,CP002372,RESTREINTE,"[[[2.365045316944088, 48.84434550996803], [2.3673487726733176, 48.84563056119866], [2.3673897165934905, 48.84560929472955], [2.367527779671854, 48.845631507681105], [2.367895169833956, 48.84553140635419], [2.3678800042209778, 48.845440025127296], [2.367667147446691, 48.845546313369475], [2.3673738347521405, 48.845576986727345], [2.3651356046132865, 48.84428154100932], [2.365045316944088, 48.84434550996803]]]",ENTRETIEN_RESEAU,de la place Valhubert à la place Mazas,75005,12,Fiabilisation du réseau,"[2.36633379785677, 48.84499129973645]",123.0
2022-12-30,2022-10-10,2.0,1.0,rue du Commandant René Mouchotte,MDP - SAGP,2,CP002395,RESTREINTE,"[[[2.3216853117354606, 48.83989874550709], [2.3218527041590256, 48.8395346475355], [2.3212785167413426, 48.839598495536315], [2.3212784817965857, 48.83960117905172], [2.3216853117354606, 48.83989874550709]]]",REAMENAGEMENT_VOIRIE,Angle avenue du Maine,75014,12,Agrandissement du trottoir,"[2.3216044533200138, 48.8396774187256]",81.0
2023-01-10,2019-10-28,2.0,3.0,Avenue du Général Leclerc,Promobat,2,CP001546,RESTREINTE,"[[[2.3294640969715927, 48.831138916191286], [2.3295061481742705, 48.831120115795386], [2.32950482330336, 48.83111106516368], [2.3295983109360345, 48.831072564498655], [2.329537970904364, 48.83099988601332], [2.3293924085734785, 48.83105189734956], [2.3294640969715927, 48.831138916191286]]]",CONSTRUCTION_IMMEUBLE,n°42,75014,12,,"[2.3294951585339794, 48.831066056413306]",1170.0
2022-09-30,2020-09-21,2.0,2.0,389-401 rue des Pyrénées,RATP,2,CP001741,RESTREINTE,"[[[2.387550404515506, 48.87381481298314], [2.387547160939511, 48.873783863795396], [2.385372604346881, 48.87388336408119], [2.3854498901257584, 48.873906365648196], [2.387550404515506, 48.87381481298314]]]",TRAVAUX_OUVRAGE,entre les rues de Belleville et de la Mare,75020,10,Aménagement de la sortie de la station Pyrénées.,"[2.386508603878204, 48.873845733646476]",739.0
2022-12-31,2022-06-01,1.0,1.0,Avenue Ledru Rollin,MDP - Mission vélo,2,CP002353,SENS_UNIQUE,"[[[2.367685697213097, 48.84596094283598], [2.3723247130070035, 48.848594551382924], [2.372328347194699, 48.848592190753315], [2.372491617815702, 48.848507383553795], [2.3678094987789984, 48.8458604660508], [2.367685697213097, 48.84596094283598]]]",REAMENAGEMENT_VOIRIE,Entre l'avenue Daumesnil et  le quai de la Rapée,75012,14,"Pérennisation de piste cyclable
Tapis prévu du 4 au 12/12/22 (CITE: 738337)","[2.370102355000069, 48.84724459208967]",213.0
2022-12-17,2021-01-04,2.0,3.0,,Banque Lazare,2,CP002284,RESTREINTE,"[[[2.3145398075888566, 48.87508893186953], [2.314542312665995, 48.87489858564759], [2.3143975580168012, 48.87493344966882], [2.314379337528463, 48.87508444429824], [2.3144242699409583, 48.875096599007904], [2.3148226842628454, 48.87511196732017], [2.314821052745347, 48.875098870789984], [2.3145398075888566, 48.87508893186953]]]",REHABILITATION_IMMEUBLE,N°12 et 121 Bd Haussmann,75008,9,,"[2.3144924948683365, 48.87501845971055]",712.0
2023-12-29,2023-01-03,2.0,3.0,Rue Saint Jacques,Hôtel Océanik,1,CP002426,RESTREINTE,"[[[2.3421970806740724, 48.844352963774064], [2.3421964079676645, 48.84429204268727], [2.3421460878132287, 48.84427986832797], [2.3421071238832254, 48.84428203377203], [2.342090866344124, 48.844313354585864], [2.3420859095728552, 48.84436329767945], [2.3421970806740724, 48.844352963774064]]]",REHABILITATION_IMMEUBLE,Emprise sur trottoir et chaussée au n° 29 avec passage en lice pour piétons,75005,12,Réhabilitation de l'hôtel Océanik,"[2.342142203688718, 48.84432206161385]",360.0
2024-06-28,2018-04-09,1.0,2.0,Av d'Italie,RATP,2,CP000665,RESTREINTE,"[[[2.3584050688158853, 48.82212853344199], [2.358768551673645, 48.82216855651797], [2.3589643421892412, 48.82148546880343], [2.3585126972096755, 48.82143545432379], [2.3582934490498793, 48.82212079523479], [2.3584050688158853, 48.82212853344199]]]",CREATION_ENTRETIEN_OUVRAGE_ART,entre la rue Caillaux et rue Tagore.,75013,14,Création d'une nouvelle station de métro pour la ligne 14.,"[2.3586340445775402, 48.82180441012492]",2272.0
2023-11-30,2018-07-23,2.0,2.0,Av de France,SNCF,2,CP000753,RESTREINTE,"[[[2.379871709032514, 48.827142370906685], [2.3811746477660307, 48.82571180087149], [2.3804182115733226, 48.82548285012793], [2.378668913394301, 48.82665533943943], [2.379871709032514, 48.827142370906685]]]",TRAVAUX_OUVRAGE,côté voies SNCF entre rue Julie Daubié et rue Nicole Rein-Lepaute.,75013,14,Couverture des voies SNCF,"[2.3799694728731717, 48.82630766425324]",1956.0
2022-08-31,2022-07-04,1.0,1.0,Avenue de Suffren,STV Sud,2,CP002340,,"[[[2.295843198818515, 48.854334629301796], [2.2959723698573002, 48.85440786148703], [2.297790202292861, 48.853226784249685], [2.2976772638517273, 48.85315633381515], [2.295843198818515, 48.854334629301796]]]",REFECTION_CHAUSSEE,Du n° 53 au 37 et du n° 40 au 66,75007,11,Désamiantage + purges + Tapis,"[2.2968072723351196, 48.85379007746674]",58.0
2023-06-30,2022-11-21,2.0,1.0,Boulevard Raspail,DVD - SEP,2,CP002413,RESTREINTE,"[[[[2.3297817754062056, 48.84161186932796], [2.3298176054707747, 48.8416199781852], [2.329907103412853, 48.84138847113521], [2.329905637414619, 48.84136228778727], [2.3304525679984827, 48.839899530041016], [2.3304838043676033, 48.83985330384561], [2.3306965743941, 48.83928577442719], [2.3309273018064354, 48.83886350003893], [2.330937091036319, 48.83866247958403], [2.332208694204794, 48.835216808136096], [2.3323477618543516, 48.83505339272537], [2.33238496429471, 48.834963175874755], [2.3322842551717358, 48.83494595647142], [2.3297817754062056, 48.84161186932796]]], [[[2.3297816653539996, 48.84161216280386], [2.3297817754062056, 48.84161186932796], [2.3297809507385074, 48.84161168303586], [2.3297816653539996, 48.84161216280386]]]]",ENTRETIEN_RESEAU,Entre le 201 et 297 bd Raspail,75014,12,Renouvellement réseaux éclairage public,"[2.3310823821193827, 48.83821271885419]",221.0
2022-09-30,2021-03-01,2.0,3.0,bd Barbès,Elogie SIEMP,2,CP001822,RESTREINTE,"[[[2.349691877727816, 48.88424866127925], [2.3495511001175062, 48.8842538456193], [2.349555189589002, 48.8843597548167], [2.349690540636349, 48.884355730808366], [2.349691877727816, 48.88424866127925]]]",CONSTRUCTION_IMMEUBLE,,75018,9,,"[2.349622278267083, 48.88430414499714]",578.0
2023-02-03,2021-04-19,2.0,3.0,Cours Albert 1er,Bouygues batiment,2,CP001832,RESTREINTE,"[[[2.3046924900047534, 48.86475023193304], [2.304350955018307, 48.864734826251045], [2.3043573707409277, 48.864863701604015], [2.304686880950243, 48.86486561641514], [2.3046924900047534, 48.86475023193304]]]",CONSTRUCTION_IMMEUBLE,n°38,75008,9,,"[2.3045189052004873, 48.86480315272811]",655.0
2023-03-31,2021-02-11,2.0,3.0,Rue Galilée,DIOR,2,CP001837,RESTREINTE,"[[[2.299263019651192, 48.87208338769547], [2.2990878503181698, 48.871965765767534], [2.299089685895717, 48.871963396852166], [2.2988432760843054, 48.871778731266176], [2.2987634127542957, 48.871816335353], [2.299186731257099, 48.872123393546424], [2.299263019651192, 48.87208338769547]]]",REHABILITATION_IMMEUBLE,Entre Champs Elysées et Vernet,75008,9,Curage du 11/02/21 au 30/06/21,"[2.299011283877479, 48.87195027006955]",778.0
2024-06-30,2022-05-02,2.0,3.0,Stationnement,ICF HABITAT,2,CP002277,RESTREINTE,"[[[2.317913944020688, 48.89446123122862], [2.3177632035100344, 48.89426049785855], [2.317714270952456, 48.894276875451666], [2.317879117382793, 48.89450267333841], [2.317913912847735, 48.894463610661276], [2.317913944020688, 48.89446123122862]]]",CONSTRUCTION_IMMEUBLE,Entre le 33 et 31 rue Boulay,75017,9,"Zone de livraison (injections carrières) sur trottoir, stationnement et une partie de la chaussée","[2.3178184331706797, 48.894377125012994]",790.0
2022-11-30,2022-05-09,2.0,2.0,Rue Gluck,Eau de Paris,2,CP002304,RESTREINTE,"[[[2.332161532482534, 48.8725171497432], [2.332159166237175, 48.8725131740486], [2.3321627531114095, 48.87251477689938], [2.332152004057032, 48.872509172495114], [2.3317112282976433, 48.87275180150182], [2.3317600082225702, 48.87279172842794], [2.3321633405948363, 48.87256316737375], [2.332161532482534, 48.8725171497432]]]",ENTRETIEN_RESEAU,En vis-à-vis du 4 au 8,75009,11,Base vie pour les travaux du 44 et 70 bd Haussmann,"[2.331944448955828, 48.872654713054835]",205.0
2022-11-30,2022-05-09,2.0,2.0,Rue Halévy,Eau de Paris,2,CP002305,RESTREINTE,[''],ENTRETIEN_RESEAU,Au N°2,75009,11,Zone de désamiantage pour les travaux du 44 et 70 Haussmann.,,205.0
2022-12-23,2022-11-28,2.0,1.0,Boulevard Romain Rolland,DVD - MV,1,CP002419,RESTREINTE,"[[[2.3232986361020154, 48.82026018146316], [2.32334527880287, 48.82027591300861], [2.325925546675556, 48.81971104817673], [2.325913181827505, 48.819691942122866], [2.325875316923251, 48.8196941084237], [2.325839513913608, 48.819676059205335], [2.3253827442125656, 48.819747251359715], [2.325366112780365, 48.819779282600564], [2.3253370256834986, 48.81979934471926], [2.3253152673800774, 48.81980993090872], [2.3232986361020154, 48.82026018146316]]]",REAMENAGEMENT_VOIRIE,Entre les n° 45 et 21 bd Romain Rolland avec traversée piétonne carrefour avenue Aristide Briand (coté Montrouge),75014,12,Aménagement piste cyclable,"[2.324831395686553, 48.81992865897311]",25.0
2024-02-23,2022-11-17,2.0,3.0,rue du Louvre,ALANO,2,CP002421,RESTREINTE,"[[[2.343792015549683, 48.86638950086198], [2.343676352986502, 48.86640909290086], [2.3438507103935775, 48.866740801495446], [2.343953496585201, 48.86674136495085], [2.3441761292979395, 48.86681991964204], [2.3442087325185352, 48.866665430059335], [2.34418184788937, 48.86665219459854], [2.3439619087131534, 48.86664623081337], [2.3439314173806576, 48.86663297642546], [2.3439206134338213, 48.866631727370326], [2.3437919855755527, 48.866391880361924], [2.343792015549683, 48.86638950086198]]]",REHABILITATION_IMMEUBLE,AU 62- Angle rue d'Aboukir,75002,11,Réhabilitation d'immeuble de bureau,"[2.343935652591504, 48.86663239116493]",463.0
2022-06-30,2019-10-07,2.0,2.0,Voie Bj/17,SNCF-EOLE,2,CP001464,RESTREINTE,"[[[2.281016095809532, 48.8795919530211], [2.2807092198081356, 48.87912307890699], [2.28056073785426, 48.878971878195365], [2.2805353221334843, 48.87904419517201], [2.280853550479006, 48.879574872236304], [2.281016095809532, 48.8795919530211]]]",REAMENAGEMENT_VOIRIE,place de Verdun,75017,9,Création d'une zone d'attente pour les camions.,"[2.280764514746309, 48.879313037582364]",997.0
2022-11-18,2022-09-19,1.0,1.0,rue d'Odessa,STV,2,CP002385,BARRAGE_TOTAL,"[[[2.3242848467262434, 48.84309917249739], [2.3243495188757133, 48.8431317620131], [2.3243781448024277, 48.84301376874143], [2.324416791150388, 48.84296387798591], [2.324531186317264, 48.84250624172495], [2.324564242401651, 48.842467008292665], [2.3246199485581553, 48.8423563636159], [2.324593144508722, 48.84232753242454], [2.324843871889604, 48.84140164237494], [2.324762650319787, 48.84139044280912], [2.324290217631959, 48.84309920283439], [2.3242848467262434, 48.84309917249739]]]",REAMENAGEMENT_VOIRIE,Entre Place Stephane Hessel et rue du Départ,75014,12,Aménagement de la rue + reprise de chaussée + Plantations,"[2.3245704961749114, 48.84224360184724]",60.0
2023-06-17,2021-01-04,2.0,3.0,rue du quatre Septembre,Opéra Immo,2,CP001831,RESTREINTE,"[[[2.3364502998384586, 48.869509161795854], [2.3364635930042508, 48.869541596518545], [2.3365000914452674, 48.86956464213821], [2.336659206491892, 48.86953268728373], [2.3366864172512876, 48.869491909921386], [2.336728067899782, 48.86945026196589], [2.3366957157231103, 48.86944151644866], [2.33667088046339, 48.8694656493637], [2.3364502998384586, 48.869509161795854]]]",REHABILITATION_IMMEUBLE,n°17,75002,11,Création d'un hôtel 5 étoiles,"[2.3365829207714395, 48.86951125943926]",894.0
2023-12-29,2021-03-15,2.0,3.0,rue La Fayette,SNCF,2,CP001872,RESTREINTE,"[[[2.358952872112341, 48.879756493159775], [2.3589676960747052, 48.87978322333163], [2.359676840200637, 48.87996976253706], [2.359709142625614, 48.87992472501219], [2.358962567558234, 48.87973084667135], [2.358952872112341, 48.879756493159775]]]",REHABILITATION_IMMEUBLE,du 168 au 174,75010,11,Aire de déchargement,"[2.3593288626142024, 48.8798518764629]",1019.0
2023-03-31,2021-03-22,2.0,3.0,Rue du Vieux Colombier,AGB,2,CP001902,RESTREINTE,"[[[2.3324339970175396, 48.851255193488136], [2.3324351561794523, 48.8512575787558], [2.3324408310573466, 48.851284583044304], [2.3323229291009757, 48.85129264624187], [2.332346478634616, 48.85133164787688], [2.332615936528021, 48.85131331764944], [2.3326128488843483, 48.85127284823409], [2.3324841373962704, 48.85128164812619], [2.3324784929782916, 48.85125226431012], [2.3324339970175396, 48.851255193488136]]]",REHABILITATION_IMMEUBLE,Du N°1 au N°3,75006,12,,"[2.3324729614938358, 48.85129888249479]",739.0
2023-06-30,2022-01-06,2.0,3.0,Bd poissonnière,DUMEZ,2,CP002212,RESTREINTE,"[[[2.3437693042274637, 48.87123034483092], [2.343669875062266, 48.87124883510787], [2.3436889931484686, 48.871306048029], [2.343535296620988, 48.8713373287237], [2.343540632285258, 48.871343307120554], [2.34357809921292, 48.87137563612102], [2.343813206067737, 48.8713245755392], [2.3437693042274637, 48.87123034483092]]]",REHABILITATION_IMMEUBLE,Face au N°27,75002,11,,"[2.3436966929646723, 48.8713084630955]",540.0
2022-09-15,2018-11-05,2.0,3.0,13-35 rue du Commandant René Mouchotte,Unibail,4,CP000949,RESTREINTE,"[[[2.3206320250242625, 48.83881550056989], [2.3197373976654294, 48.83804667662745], [2.3194938930633024, 48.83815973810068], [2.3203157049085124, 48.838852228982105], [2.3205491256086512, 48.83885468557592], [2.3206320250242625, 48.83881550056989]]]",REHABILITATION_IMMEUBLE,,75014,12,,"[2.320051588897463, 48.83847154786981]",1410.0
2022-12-31,2019-01-08,1.0,2.0,avenue Friedland,SNCF,2,CP000938,RESTREINTE,"[[[2.3022762415128253, 48.87455169151426], [2.3028057592928275, 48.87461198924992], [2.303134645957697, 48.87456474363321], [2.302375006497757, 48.87446906007543], [2.3022762415128253, 48.87455169151426]]]",CREATION_RESEAUX,En vis à vis du n°15 au n° 19,75008,9,"Installation d'une base vie, pour les travaux Eole .","[2.3026503044556415, 48.87454675024232]",1453.0
2023-12-29,2019-03-20,1.0,1.0,T3O,Ville de Paris,2,CP001192,RESTREINTE,"[[[2.30164634589797, 48.88918785517971], [2.3020245439523412, 48.888921535801586], [2.297962325470283, 48.886985891075085], [2.2953645325808596, 48.88758286844559], [2.2863984429994493, 48.88221295483762], [2.2853784767495124, 48.88058496880667], [2.284654336512058, 48.87876540019331], [2.284275779705355, 48.877871625222724], [2.2843141029186196, 48.87745295132455], [2.283783254682631, 48.87697716734359], [2.283332206996042, 48.8766200113347], [2.2825646886886917, 48.87677653101243], [2.283697113254913, 48.87732036755266], [2.2851786434888846, 48.88090600775047], [2.2854410355522234, 48.881960199260575], [2.288283645261082, 48.88369570075372], [2.2918358609980563, 48.885961639742725], [2.2936121562790905, 48.8870891980241], [2.295504570166138, 48.88806703716328], [2.2962583975352406, 48.887727758307584], [2.297157776301591, 48.88746451593359], [2.2976302257948547, 48.88745654754251], [2.2980859548855954, 48.887480701412116], [2.30164634589797, 48.88918785517971]]]",TRAVAUX_TRAMWAY,,75017,9,,"[2.29153465568275, 48.8844084716434]",1745.0
2022-10-30,2021-07-05,2.0,3.0,Rue Tesson,,3,CP001995,RESTREINTE,"[[[2.3713789469217335, 48.87111032065327], [2.37137654765135, 48.87111030805281], [2.371550235356121, 48.87116515157505], [2.371579502058337, 48.87113120684756], [2.3714118195652034, 48.871076383210834], [2.3713789469217335, 48.87111032065327]]]",CONSTRUCTION_IMMEUBLE,Au N°9,75010,11,Démolition + Construction de bâtiment,"[2.3714793286840536, 48.87112075966794]",482.0
2022-12-02,2022-10-17,2.0,2.0,Boulevard Serrurier,RTE,2,CP002398,RESTREINTE,"[[[2.394833453848814, 48.883410333675684], [2.39434400334598, 48.88490286950081], [2.3943333356098586, 48.88512022267405], [2.394485922168842, 48.88529814060146], [2.394495871524278, 48.88514251702586], [2.3945286471004312, 48.885123894094946], [2.3945775153387436, 48.885121457625516], [2.3947921450155096, 48.885213799825515], [2.3948417293343214, 48.885149633667595], [2.394526169657559, 48.88498699543329], [2.394979425969335, 48.883456700488786], [2.394833453848814, 48.883410333675684]]]",ENTRETIEN_RESEAU,Entre le n° 125 & 145 et 108 & 112 bd Serrurier + rue Toulouse,75019,10,Travaux réseaux RTE sur chaussée,"[2.3946298040523297, 48.884411282607964]",46.0
2023-03-06,2022-12-05,1.0,1.0,Place de Clichy,DVD - MV,1,CP002424,RESTREINTE,"[[[2.326205949612397, 48.88344049013641], [2.326806524255369, 48.88356379442034], [2.326811890011635, 48.8835673940379], [2.32680996301799, 48.883576900829645], [2.326758747215943, 48.88363134077217], [2.3268000665751507, 48.88364466018331], [2.326869505178294, 48.88357604578867], [2.326934305474188, 48.88358711753581], [2.327180465502969, 48.883663455007756], [2.327191197088476, 48.883670654208416], [2.32720542766707, 48.883686200880184], [2.3272296213894483, 48.88376842870819], [2.327225721415741, 48.88379101238812], [2.327175587389241, 48.88390137630146], [2.32731593597345, 48.883929528881495], [2.32736787370389, 48.883819175047016], [2.3273970278840905, 48.8837967332392], [2.3274624738563516, 48.883757839672015], [2.3275059661846287, 48.88374261727002], [2.327875434769937, 48.88376967629279], [2.3279186045501796, 48.883779437155106], [2.3279688520813293, 48.88379994426914], [2.3282247014640216, 48.88396437488], [2.3285069097979045, 48.88376370198482], [2.3283780599566795, 48.883683266121906], [2.328166554428764, 48.88357738199874], [2.3276326972663806, 48.88334428932109], [2.3276184021425887, 48.88333373902024], [2.327607084423891, 48.88331606744277], [2.3276051601275403, 48.8832974962265], [2.3276163327154964, 48.88327043332699], [2.3275047769862867, 48.88324791523931], [2.3274758695626128, 48.88330724006598], [2.3274559659429372, 48.88331188752554], [2.327230823123165, 48.883284447551695], [2.327218241532878, 48.883280808303205], [2.327209361455172, 48.883270050058364], [2.3272054865702625, 48.88315105476803], [2.3271116712045274, 48.883151716454925], [2.327112860273176, 48.88319931308566], [2.3271123837346464, 48.883236192907816], [2.3271031654881065, 48.88325160780832], [2.3270868222933574, 48.88325984376631], [2.3270669647791293, 48.88326092197248], [2.3268940420539823, 48.883240913756445], [2.3268815220108325, 48.88323251555383], [2.326700284272343, 48.88301853194804], [2.326587954118045, 48.883055972508004], [2.3266446457234466, 48.8831360036603], [2.3266353658208137, 48.883156177444974], [2.326611700448874, 48.88317270087076], [2.326577380573259, 48.883176077284645], [2.3263434512471126, 48.88313074076528], [2.326205949612397, 48.88344049013641]]]",REAMENAGEMENT_VOIRIE,"Entre les bd des Batignolles et Clichy. Avec un impact sur l'av de Clichy et les rues de Clichy, St Pétersbourg, Amsterdam et Biot",75017,9,Aménagement piste cyclable circulaire + îlots,"[2.327303134725558, 48.88350560012887]",91.0
